"articleid"	"text"	"source_name"	"language"	"iso3"
"20230428211500_tra_A0000434"	"the kremlin spokesman recalled that in the one sent to the russian president , vladimir putin , the efforts made for the integral compliance of the pact were detailed , but to date there are no results . about the food pact was signed in july of last years by  russia and ukraine , with the mediation of türkiye and the un . in that agreement , russia and the un signed a memorandum by virtue of which the international organization undertakes to eliminate the restrictions on the export of agricultural products and russian fertilizers to world markets . the un"	"ultimasnoticias.com.ve"	"spa"	"CUB"
"20220205083000_tra_A0001145"	"39 medals , also does not pay for medals . then , there are countries like greece and bosnia and herzegovina , which are planning to pregnant to those athletes earn medals , but will wait until the end of the event to determine the exact amounts . china and  russia , two olympic forces , are reported to have paid the discriminatory in previous matches , but it was among the delegations that did not respond to requests for comments on their plans for beijing . the 12 countries offering the larger amounts to hong kong athletes - hong kong"	"capital.gr"	"ell"	"CYP"
"20221222174500_eng_A0000646"	"19:01 22.12.2022 during a meeting with polish president andrzej duda , president of  ukraine volodymyr zelensky told him about what he had heard in the united states and the strategic vision for the next year . on the way home , i met with polish president andrzej duda . i thanked him , all the poles , the city – our savior – rzeszow"	"interfax.com.ua"	"eng"	"UKR"
"20220719153000_tra_A0000642"	". the prices are several times higher there , ” says the mayor of the captured city . according to fedorov , official authorities transfer medications for medical institutions with the help of volunteers . that is why in hospitals the need for medicine is closed . as reported ,  russian invaders are actively in melitopol . russians overlap microdistricts to enter and exit . in addition , they go around apartments and homes , conducting a total population census . read also :"	"tsn.ua"	"rus"	"NLD"
"20220220133000_eng_A0000227"	"presidents of belarus and russia decided to continue inspections of the readiness of union state forces , the belarusian defence minister said in a statement . he said the decision was taken due to increased military activity along the belarusian and russian borders and because of an escalation in east  ukraine . the drills in belarus -- which had been due to conclude sunday -- have exacerbated tension between moscow and western capitals over a feared russian attack on ukraine . washington had previously said that the kremlin had dispatched an estimated 30,000 troops to the exercises across ex-soviet belarus ,"	"indiatimes.com"	"eng"	"IND"
"20230211214500_tra_A0000126"	", we must build a peaceful life , protect the population from looting , ” said moskvin . recall that last friday donetsk and lugansk people ’ s republics , zaporizhzhya and kherson regions entered the suvo zone . earlier it was reported that the ministry of cyphra of the  russian federation for the dpr , lpr , zaporizhzhya and kherson regions ."	"aif.ru"	"rus"	"LTU"
"20180808043000_tra_A0000729"	"in its natal argentina , as it thought about the future of him as a technician of peruvian national team . in addition , there were rumors that they intended by the argentine football association ( afa ) and the colombian football federation ( fcf ) .tra have played world  russia 2018 together with the peruvian national team , with whom it achieved the historical landmark of classifying it afterwards of 36 years of absence , ricardo greeca decides to continue this story under the command of the peruvian team. ``"	"peru21.pe"	"spa"	"PER"
"20221003143000_tra_A0000855"	"registration procedures . in particular , among such procedures , the need to specify the bank card data for payment of the commission , which fraudsters promise to return during the day . the cpd warns that there is no law or other normative act in ukraine , which allows  ukrainians to receive compensation from russian confiscated assets . the cpd also urges ukrainians to be careful and not trust anonymous sources that require personal data or bank details . as reported by ukrinform , in september the national bank , which allegedly offer social assistance from the nbu ."	"ukrinform.ua"	"ukr"	"UKR"
"20230427214500_eng_A0001545"	"both the leadership of italy and the holy see to help ukraine continue the grain corridors work without restrictions , ” shmyhal said . the prime minister participated wednesday in a rome conference hosted by the italian government to bring together businesses eager to participate in eventual reconstruction projects in  ukraine ."	"marketwatch.com"	"eng"	"CHE"
"20230404063000_tra_A0000035"	"up for some time in front of the decrease in gold , but the impact of economic data may increase the landing seizures and causes gold to test the levels of $ 1900 an ounce . the organization of petroleum exporting countries ( opec ) and its allies , including  russia , surprised the markets by announcing more cuts in production by about 1.16 million barrels per day , as the organization known as opec + was expected to maintain its previous decision to reduce production by two million barrels per day until december its monthly meeting on monday . the"	"almasryalyoum.com"	"ara"	"SAU"
"20221109091500_tra_A0000162"	". the municipality has around 1,500 members , most of them come from russia or ukraine - currently a delicate mixture , but this does not lead to any conflicts in the community , according to a spokeswoman . right at the beginning of the russian war of aggression on  ukraine , joint aid measures were organized . the biggest task of the community is current . through blacksmith goals , you first enter an inner courtyard and come from there to the magnificent church with the big dome . tora shrine and prayer desk are in the center of the"	"br.de"	"deu"	"DEU"
"20190112084500_tra_A0001956"	"the united states representative for disarmament affairs on monday , 26 , expressed concern about the ultrasonic weapons technology and the possibility of china and  russias use of these weapons . robert wood at a news conference in vienna , in response to the release of the recent report of the times in the test of a supersonic missile by china , which is able to carry a nuclear warhead , said : we are worried"	"radiofarda.com"	"fas"	"ALB"
"20221117083000_tra_A0001788"	"first time . friends have been obtained . when we dont go there , we help remotely , dzintars said . dzintars and sanita robuli photo : gunta matisone / latvian radio dzintars robulis is the chief of the volunteer fire brigade matiši . already with the first trips to  ukraine , a friendship with rescuers has formed , so the main place in the bus is given the things needed for firefighters . mostly hoses are needed , including clothing . let us the volunteers we themselves are not the richest of them , but we also shared what will"	"lsm.lv"	"lav"	"LVA"
"20230705123000_tra_A0000172"	"up up to 20 people , an armored personnel carrier and two cars lost the enemy in the kupyansky direction . the golubovka in the kharkov region destroyed the radar station of the counter-battery struggle an/tpq-50 . in the kherson direction , the daily loss of the armed forces of  ukraine amounted to up to 60 military , four cars , three artillery systems of m777 , two bukovel radio electronic warfare stations , as well as the drone control point . the russian ministry of defense reported that the rf armed forces were repelled at donetsk , kupyansk , krasnoliman"	"profile.ru"	"rus"	"EST"
"20191115064500_tra_A0000466"	", ,08 - regnum 14 however , it does not consider the alternatives of the eu and nato . the telegrafi maquedoni alternative news agency reports , zavet stressed that the resumption of the activities of the intergovernmental  russian -macedon commission is not an answer to the eu refusal to start negotiations , and only the goals of the intensification of economic cooperation : alternatives , except nato and the eu does not exist . this told us our people in which about 80 % of the population supports"	"regnum.ru"	"rus"	"EST"
"20200311131500_tra_A0001364"	"little , but it came down , pointed out at its conference of matutine press . one day after the collapse of the markets in the world , for the fearshound and unfounded fears about the coronavirus and the differences that are being generated by the production of oil between  russia and saudi arabia , lópez obrador stressed : we have conditions to resist and confided in that the weight will recover its strength . since the early hour , when it publicly instructed the secretary of finance , arturo herrera , that in the afternoon he would inform about the"	"jornada.com.mx"	"spa"	"CUB"
"20221208100000_tra_A0000699"	"negotiations with italy , germany , france and the united kingdom are also known to provide 2000 electricity megawatts for the next winter , which , she said , is a more critical period for energy security . in the east of the country . on december 6 , the  russians re -fired several energy facilities , while the temperature in the region reached -17 degrees . there are 24/7 emergency repair work . ukrenergo has mass offset of light , as the power system is expected to have a larger deficit than before shelling on december 5. it will take"	"24tv.ua"	"ukr"	"GEO"
"20190204203000_tra_A0002726"	"33 european countries and kazakhstan , and the price of 95-octane gasoline was observed . the lowest price of gasoline among the observed countries is in kazakhstan , 3.05 kuna for a liter , and the other russia is 4,4 kuna . below is belarus ( 4.6 kuna ) and  ukraine ( 7.1 kuna ) . a series of eastern european countries continue . gasoline the most expensive in the netherlands on the other hand , the most expensive gasoline is in the netherlands , hrk 11.6 per liter , followed by norway , denmark , italy and greece . in"	"index.hr"	"hrv"	"AUT"
"20210421081500_tra_A0000801"	"ukraine can now be invited to the military service reservists in a special period without ads of mobilization . the appropriate law , which rada accepted at the end of march , signed the president . read us to telegram : it is assumed that this decision will allow you to"	"liga.net"	"rus"	"UKR"
"20220906184500_tra_A0001828"	"aspects in egypt . the prime minister stressed the importance of completing the program on development between egypt and the world bank on financing development policies , as soon as possible , in light of the remarkable impacts of global economic conditions on all countries as a result of the  ukrainian -russian crisis , and the repercussions of the corona kurona . ) between egypt and the world bank , and the importance it represents with regard to enhancing areas of cooperation , creating more job opportunities and jobs in the private sector and human resource development , improving the ability"	"dostor.org"	"ara"	"CIV"
"20220117140000_tra_A0000269"	"said in the face of the ukrainian demands for german weapons deliveries that it has to be done not to escalate the crisis , but to solve with diplomatic means . at the same time , the politician emphasized that any further aggression would have a great prize for the  russian regime .wielding the normandy format the eu and the usa have threatened in the case of a possible robbery of russia on ukraine with sharp sanctions . baerbock spoke out to fill the normandy format for the solution of the conflict with life again . germany and france convey in"	"orf.at"	"deu"	"AUT"
"20210429174500_tra_A0000516"	", ,08:28 - regnum on the territory of turkey began to act a tough lokdaun , announced by recep tayyype , reports on april 29 the press service of the turkish government . lockdown was introduced due to the critical situation with coronavirus , he began to operate at 19:00  moscow  time and will last until 5 : 00 may 17. in these restrictions , the framework of these restrictions will operate a 24-hour commandant hour , the longest since the beginning of the pandemic . aperture , in march in turkey , a sharp increase in the daily growth of"	"regnum.ru"	"rus"	"KAZ"
"20220412230000_tra_A0000592"	"city , from england ( 1 ) -fox sports premium- . the final of the champions league will take place on may 28 at the french stadium of saint dennis , instead of st. petersburg , russia , which was canceled by the belic conflict that country that maintains with  ukraine ."	"ambito.com"	"spa"	"ARG"
"20220818120000_tra_A0000478"	", 14:44-regnum the ministry of defense of russia published a video of relocation of mig-31 aircraft at the chkalovsk airfield of the kaliningrad region . the mig-31 fighter of the russian air force ministry of defense of  russia are these aircraft carriers of the dagger hypersonic missiles . during the flight , the ministry told , the issues of interaction with the fighter aircraft of the 6th air force and air defense army , as well as the maritime aviation of the baltic fleet , were worked out"	"regnum.ru"	"rus"	"KAZ"
"20230127144500_tra_A0000814"	"good request for orders in relation to new markets , such as the electric car . group cooperatives will continue with their purchase strategy of companies that contribute business in a year that is marked by uncertainty , according to ucuc . waiting for the evolution of the war of  ukraine and chinas economy , he specified . but the corporation companies are well positioned in their sectors because we have resources and qualified professionals . bihar corporation mondragón presented this friday in bilbao the new bihar cooperative ( tomorrow in basque ) that will enter the market for comprehensive assistance"	"elpais.com"	"spa"	"DOM"
"20221008054500_tra_A0000263"	"rocket , last wednesday , and then orbital in the crew dragon capsule until he reached the international space station , where he will spend the next six months . from prairies to galaxies . next to her traveled her compatriot josh cassada , the japanese koichi wakata and the  russian cosmonaut anna kikina . “ it wasnt until a little later that i had that idea . as a child i was interested in mathematics , science , but i never met an astronaut , i didnt really know what they did and i didnt think that would enter the"	"lavanguardia.com"	"spa"	"CUB"
"20190328064500_eng_A0000665"	"can “ blind and deafen ” an adversary ’ s military forces by taking out satellites vital for surveillance , missile early-warning , precision-targeting and other such purposes . there are an estimated 320 military satellites orbiting the earth with the us leading the pack with over 140 followed by  russia ( 80 ) and china ( 35 ) . india has only two dedicated military satellites in the shape of the naval and the iaf ’ s gsat-7a , though it also uses “ dual-use ” ones for military purposes . despite having an enviable civilian space programme , india"	"indiatimes.com"	"eng"	"AUS"
"20220324021500_tra_A0000987"	"and the united states so that russia is issued from the membership of the group of 20 countries with the largest economy in the world following the invasion to ukraine received rejection from china . the government actually supports indonesias steps as g20 chairmen in the midst of demands that  russia be excluded from the g20 membership which will take place in bali , october 2022. this chinese response follows the russian attitude through the ambassador lyudmila vorobieva which supports indonesia as the g20 presidency . previously , russian ambassador to indonesia lyudmila vorobieva hoped that indonesia would not give up"	"jpnn.com"	"ind"	"BRN"
"20220917120000_tra_A0000275"	"called indian companies kiran gems and shree ramkrishna exports pvt . however , it is impossible to obtain reliable information about transactions due to the fact that alrosa hid his reports . as the agency notes , the hidden nature of the transactions of indian companies with russia suggests that  russian stones will most likely be in western markets . according to bloomberg , in the conditions of sanctions , russian raw materials are taking place of ten buyers . alrosa fell under the restrictions of the eu , the usa and the uk . due to sanctions against alros de"	"kommersant.ru"	"rus"	"KAZ"
"20220330094500_tra_A0001866"	"vulnerable groups , the socialist prime minister pedro sancheth was currently admitting in his speech in the house . this is mainly explained by the high rise in electricity and fuel prices , but also from the rise in food products , which is exacerbated by the russian invasion of  ukraine . the underlying inflation - which does not take certain prices , such as these of energy , and is corrected for seasonal fluctuations - increased by a 0.4 percentage point compared to february , to reach 3.4 % at an annual rate , clarified public organization.all : res-bea"	"cretalive.gr"	"ell"	"GRC"
"20220314073000_tra_A0001355"	"spending for other fields . as of december last december , the economic softened land scenario that can suppress inflation with a small scale , but this fomc will discuss how much such prospects will be revised . powell chairman is a parliamentary testimony of this month , showing russian  ukrainian invasion as a game changer and shows that it may lead to unpredictable results ."	"reuters.com"	"jpn"	"SGP"
"20190810030000_tra_A0000048"	"forum next to a large delegation from azerbaijan . ruslan guliyev , president of the association spoke in his speech at the event of azerbaijan existing healing agents , mineral thermal baths and sanatoriums . as part of the forum , the forum participants visited a series of sanatoriums in  ukraine and informed themselves about existing in this country . as part of the two-day forum , bilateral meetings are planned , signing agreements on mutual cooperation . © any use of materials must be identified by the hyperlink if you find an error in the text , highlight it by"	"azertag.az"	"deu"	"AZE"
"20221105193000_tra_A0000177"	"people what they want is the mission of any performer , ” miro argues . as the blogger indicates , alla borisovna herself is now “ pouring past the foreign party ” because of her own stupidity , and her smart and entrepreneurizing daughter earns a lot of money in  russia . and if you need to imitate your mother to receive income , why not do this ? “ who , if not a native daughter , has the right to her mother ’ s legacy ? and everything will be fine with christinka . let it work and make"	"eg.ru"	"rus"	"BLR"
"20220414191500_tra_A0000251"	", ,12 - regnum the russian leadership will soon announce the indexation of the social department , said on april 14 an assistant to the president of russia maxim oreshkin in an interview with russia 1. maxim oreshkin daria antonov © ia regnum according to him , the president of  russia vladimir putin decided to hold an unscheduled indexation of the subsistence minimum , minimum wage , pensions , other social payments . the head of state has already decided , notes the official , on the distribution of payments to families with children at the age of up to 16"	"regnum.ru"	"rus"	"KAZ"
"20200420093000_tra_A0003253"	"that these countries have more expensive currencies . for developing countries , they see the american pc is very likely to be replaced by approximately 75 % of functions with android devices after the epidemic . the losses to 80 % , at least , compared to 60 % for  russia . after the epidemic , the economic foundation may wish to review the supply chains that have become very complex in recent years and means more likely , chinas role and cooperation with other countries that can be replaced . the focus of major companies to other asian economies ,"	"rt.com"	"ara"	"ARE"
"20220416094500_tra_A0001531"	"need heavy arms in order to be able to export the battles outside the cities and reduce the risk of the civilian population for civil infrastructure . solving this operation even in calendar time , with the approach of may 9 , there is a great symbolic meaning for the  russians . which means that they will throw all the forces . the logistics for russian military parts to the east will be easier because they are closer to the russian border , as well as the creative corridor from crimea to donbas , the expert added . in the east"	"frognews.bg"	"bul"	"BGR"
"20220312120000_tra_A0000263"	"action , as he noted - elite elite , was taken out of mariupol from the city for 2 thousand dollars per person . such money officers took , he said , and with women , and children . after that , people were taken to the territory controlled by  kiev. the transversions indicated the rank of police officers about whom he is known to him - the captain and two senior lieutenant . he assumes that in this , it may also cover the reason that the information about the humanitarian corridors does not come to the civilian population -"	"mk.ru"	"rus"	"UKR"
"20230103044500_eng_A0000490"	"carrying the putrid responsibility of what happened to national assets in the name of privatization as documented by the nigerian senate in 2011. ” as an insight , the aluminum smelter company of nigeria , alscon , which was set up with $ 3.2 billion , was sold to a  russian firm , russal , for a paltry $ 130 million . delta steel , which was set up in 2005 , at a cost of $ 1.5 billion , was sold to global infrastructure for just $ 30 million. “ alscon got back $ 120 million for the dredging of"	"vanguardngr.com"	"eng"	"GNQ"
"20191116124500_tra_A0002602"	"our readers can now follow the latest news through our facebook facebook . turkey confirmed that it will use the s-400 russian defense system despite us threats to impose sanctions , a turkish defense official said saturday .  russian and delivered to turkey in july significantly tense in the united states and turkeys ties in northern atlantic . our need and pushed us for this amount of money in order to satisfy the risk of one of what . this is what suits us as a state . the"	"elaph.com"	"ara"	"MRT"
"20220329100000_tra_A0000451"	"anonymity , there are no three initial requirements of russia : demilitarization , denazification and protection of the russian language in ukraine . a member of the ukrainian negotiation group david arahamia told financial times that the parties are close to the agreement on security guarantees and the possibility of  ukraines accession to the eu , however , in his opinion , the breakthrough should be treated carefully . the head of the russian delegation , vladimir medinsky , reporting on the progress of the negotiations , noted that on secondary issues of the position approach , but according to the"	"azattyq.org"	"rus"	"TKM"
"20210530183000_tra_A0000377"	"he has supported me , he has helped me reach the level i have now , thats why ill thank you always , he told the media gathered at the house of frances team . on the other hand , karim benzema highlighted his return to the world championship in  russia 2018. the popular cat referred to the reasons for your return and praised the other strikers called by deschamps for eurocopa . i think its performance and ive never stopped believing . he was touched because it was morally hard not to be . there have been many obstacles that"	"diariocorreo.pe"	"spa"	"PER"
"20200903110000_tra_A0001695"	"and livestock - by 3.5 % . according to the message , the costs of material and technical the resources of industrial origin used in agricultural production , in seven months of this year decreased by 11.3 % . thats the preceding data of the state statistics department , in  ukraine in 2019 decreased by 0.6 % . recovering the latest news of ukraine and the world on the unian channel in ukraine . author :"	"unian.ua"	"ukr"	"UKR"
"20190326224500_tra_A0000272"	"in the krasnogorsk horses , on tuesday , a process began on the claim of the prosecutor generals office , which seeks to the income of the state of the ex-head of the serpukhov district of the  moscow  region of alexander shestun in the amount of 2.6 billion rubles . in addition to sixuna and his spouse , more than 30 respondents appear in the lawsuit . all of them , according to the prosecutors office , are fake persons on which the ex-chapter issued real estate facilities"	"vedomosti.ru"	"rus"	"RUS"
"20180909044500_tra_A0001509"	"lead the delegation to syria and was on the way back to a abkhazia . the driver and his guards were not injured . the incident is still being investigated . abkhazia and south ossetia are two areas that claim to declare from georgia and are supported by russia .  moscow  and some other parties recognize the independent status of these two areas after the russian war - georgia in 2008. now russia is located on the permanent military base in abkhazia and south ossetia . last week , a separated russian separation character was the leader alexander zakharchenko of the"	"thanhnien.vn"	"vie"	"VNM"
"20230708120000_tra_A0002379"	"nevesinj anti-fascist rifle is an armed resistance to ustashas on june 3 , 1941 in the village of darjanj , after massacre 27 people in the village of association near nevesinje . this armed resistance to the fascist bathtub is mentioned in the third book of the otažbian war of  russia as the first anti-fascist uprising in enslaved europe , but the communist authorities of the former yugoslavia did not declare him a day of uprising against the occupiers , but july 4 . ( dodik.net )"	"nspm.rs"	"srp"	"SRB"
"20220129101500_tra_A0000059"	"its not intended for any military climbing . we are realistic , lucid and so we are preparing . we are ready to defend the countries that are closer to this zone of tension whose first issue is the first issue . ukraine . #  ukraine invited from france inter this morning , the minister of the armies that diplomatic and political solutions would make it possible to resolve the conflict but is ready to send several hundred of military in romania , country frontier of ukraine , to be able to contribute to this reinsurance"	"francetvinfo.fr"	"fra"	"MDG"
"20230222110000_eng_A0000837"	"to reporters , quotes trump as saying that the media are “ the enemy of the american people ” and comments that national legacy press outlets “ spent the next four years proving trump right ” .for example , desantis dismisses the allegation that trump and his campaign colluded with  russia as the work of democrats and their “ media armies ” after hillary clinton ’ s defeat . “ their joint goal was to kneecap trump ’ s presidency any way they could and to drive him out of office entirely. ” the author states with apparent pride that he"	"theguardian.com"	"eng"	"SGP"
"20211008141500_tra_A0000883"	"in the end , they are put on problems . in addition , a person may not know where the bottle was acquired , which was brought to visit . the shapkinrucuditator of the center for the development of national alcohol politiciphip of the expert estimates , today on the  russian market , 10 % of strong alcohol is made illegally . at the same time , in some cases , even excise stamps do not guarantee the safety of beverages , warned shapkin . ordered empty bottles on the internet in the necessary quantities with already glued legal brands and"	"m24.ru"	"rus"	"LTU"
"20230222090000_tra_A0001582"	"to about $ 2.5 billion , and exports from georgia to russia increased by almost 7 % . news , georgia , geostat , georgian-russian relations , georgian economics , news , georgia , geostat , georgian-russian relations ( renewed : 17:47 22.02.2023 ) turnover between 2022 between georgia and  russia increased by 52.3 % . tbilisi , february 22 - sputnik . the turnover between georgia and russia in january 2023 , compared to the same period of 2022 , increased by 18 % to $ 263.6 million . exports from russia to russia have increased by almost 105.7 %"	"sputnik-georgia.com"	"kat"	"GEO"
"20230209174500_tra_A0001768"	"added that after the conviction of journalist andrei pojobut from belarusian justice , he will call for sanctions on more persons linked to belarusian president alexander lukashenko . poland has been reduced to a key refuge for the lefkoros dissidents and warsaw , one of her most arrogant supporters .  russia , ally of belarus.www.bankingnews.gr"	"bankingnews.gr"	"ell"	"GRC"
"20220901131500_tra_A0001680"	"moscow: the world cup football tournament is being held in russia . four league matches were held yesterday . peru defeated australia in the first league match . the second league match between denmark and france ended in a draw . argentina and nigeria teams , which were subsequently featured in"	"maalaimalar.com"	"tam"	"LKA"
"20220327134500_tra_A0000320"	"- regnum president of france emmanuel makron said that he would not allow himself such insults to the president of the russian federation vladimir putin , as president of the usa joe biden . earlier , the president of the united states several times used gross expressions addressed to the  russian leader vladimir putin , report media . emmanuel macron and joe biden ivan shilov © ia regnum according to macron , the situation in the world is not worth exacerbating in words or actions . also , the head of france noted that in the near future it intends to"	"regnum.ru"	"rus"	"RUS"
"20220407100000_tra_A0002313"	"have you wondered , at least in the play , unless its not even the russian army , but the president of the country , vladimir  putin, has an agenda in very clear and precise ukraine ? for the overall opinion is that vladimir putin has misestrolled his calculations . but if ... they did not . he thought he would quickly overthrow volodimir zelenskis government . he did not . he thought he would divide nato"	"hotnews.ro"	"ron"	"ROU"
"20230513213000_tra_A0000050"	"she shouted as she played in the royal palace . photo : hrt screenshot great finals opened the performance of last years eurovision winners , kalush orchestra with stefanias song . photo : hrt screenshot in the opening of eurovision also featured several celebrities from last years years , including  ukraine go_a group with the song shum and verka serduchka with the song dancing lasha tumbai ."	"vecernji.ba"	"hrv"	"BIH"
"20220511151500_tra_A0001699"	"possibility for the serbian government to take over the majority share of serbian capital in the oil industry of serbia , in the event that the pressures of western countries and comes , the acquisition would play with blessings of  moscow, is considered to take on the russian package . the action could come in a minister of mining and energy , zoran mihajlovic , declaring that serbia must defend energy stability , even by the price to change ownership in the serbian oil industry . - energy stability we must"	"naslovi.net"	"srp"	"BIH"
"20230227110000_tra_A0000534"	"plant growth processes at the stage of seedlings in cups or boxes , it is not necessary to purchase chemicals : instead of them you can use coffee and tea . read more about how to care for the sprouts , the chairman of the union of dachniks of the  moscow  region , deputy of the state duma nikita chaplin , told life to readers . these drinks [ coffee and tea ] contain nitrogen , which means that the growth rate of seeds will accelerate . the second method of fertilizer of seedlings is ten we add one teaspoon of"	"life.ru"	"rus"	"RUS"
"20220418113000_tra_A0001942"	"with poland , and injured eight ........................... zelensky seems to believe that russia will leave something from which to start over . yesterday the president of ukraine after the war ........................... besock and under ultimatum : for russia ....... .................... for fernanda magnotta , if russia employ nuclear weapons in  ukraine , in the international order .............. ............. the pope returned to the invasion . he asked the leaders of the nations in a easter of the war and said ukraine is martyred . * * * * * * * * * * * * * * * * *"	"uol.com.br"	"por"	"BRA"
"20220219101500_tra_A0000006"	"its sphere of influence . but he claims guarantees for the safety of russia , such as the withdrawal from eastern europe of nato military infrastructure and the assurance that ukraine will never adhere to the alliance , requests . judged inacceptable by westerners . the concerns of moscow about  ukraine must be respected , said saturday the chief of chinese diplomacy wang yi.depuis munich , british prime minister boris johnson called him to the unit western allies , while the american vice president kamala harris mentioned the threat of nato strengthening in eastern europe in the event of a russian"	"la-croix.com"	"fra"	"BEN"
"20181107223000_tra_A0002722"	"loading ... washington - the boeing aircraft company is reportedly preparing a safety warning related to its newest product boeing 737 max 8. the safety warning was issued after the deadly accident of the 737 max 8 aircraft in indonesia . quoted by  russia today from bloomberg , thursday ( 8/11 / 2018 ) , boeing is preparing a warning to the airline that errors in the 737 max 8 aircraft series can make the plane suddenly swoop . \notification from boeing will say that the mistaken reading of the jet flight monitoring system"	"sindonews.com"	"ind"	"SGP"
"20230321111500_tra_A0001781"	"one of the key issues will be ukraine , as european leaders will express their support in the war country once again . the draft conclusions emphasizes the dedication to ensuring full accountability for war crimes and the other more serious crimes committed in relation to russias aggressive war against  ukraine , including by creating an appropriate mechanism for prosecuting the attack crime . at the same time , there is a reference to the fact that the eu and the member states are stepping up their efforts to help meet ukraines pressing and defensive needs , but also condemning moscows"	"newsit.gr"	"ell"	"GRC"
"20230208223000_tra_A0000371"	"institutions of the capitals health care , in which 87 social coordinators and 63 psychologists are now working . “ this is our general project with the department of health , ” said oksana shalygina , deputy head of the department of labor and social protection of the population of  moscow. “ thanks to him , social assistance becomes closer and more accessible to everyone who needs it . social -cores are associated with the relatives of the patients if they can not social coordinators themselves are now associated with relatives of urgently in the hospital if the patient can not"	"rg.ru"	"rus"	"LTU"
"20220612174500_tra_A0000160"	"minister emphasized the complexity of the matter for the climate protection law , which has been overdue for 527 days . it is being worked on with high pressure . gas emergency plan : bread in front of steel for the emergency plan required by the economy , if the  russian gas failed , it referred to the procedure : the first thing to do is evaluate what situation is available from five criteria . then it is decided which reaction it needs - and if energy steering is necessary , it will be decided how much you have to intervene"	"vol.at"	"deu"	"AUT"
"20220727224500_tra_A0000578"	"- the russian troops went to the offensive throughout the entire donetsk front ( ... ) but there is no question of obtaining the entire donetsk region - said astowycz in an interview , conducted for the feygin live program on youtube . he noted that the occupiers storm  ukrainian defensive positions , which have been prepared for 8 years . - in the region of siewierska , bachmutu have a small tactical achievement , they occupied the wuhlyhirsa power plant ( in switlodarsk - ed . ) - said astowycz . according to him , it is not entirely"	"rp.pl"	"pol"	"POL"
"20220226063000_tra_A0000304"	"he received a notice from a center assigned to the cni after the  russian invasion in ukraine 28 feb 2022. updated at 9:02 p.m. the xunta de galicia has just alerted all its workers that imminently a massive cyber attack may occur and that they run the risk that someone steals their digital identity . the alert part of the national cryptological center ,"	"lavozdegalicia.es"	"spa"	"ESP"
"20220329170000_eng_A0000320"	"marine strike group permanently ... active in the nordics , said wallace as he underlined british commitment to protecting our infrastructure , the cables that we see russia target to make us vulnerable . britain participates in biennial exercises with partners in the north atlantic but the russian invasion of  ukraine has seen the area take on added strategic importance . wallaces norwegian counterpart odd roger enoksen said that his country , as a member of but also a neighbour of russia , wants more allied activity up north . he further noted , the uk is our most important ally"	"indiatimes.com"	"eng"	"AUS"
"20230224030000_tra_A0000340"	"at the request of  russia , the united nations security council recently held an open debate on the explosion of the beixi natural gas pipeline , and members of the security council explained their positions . china has clearly stated that it is closely related to the interests and concerns of each country to carry"	"sina.com.cn"	"zho"	"HKG"
"20220411123000_eng_A0001006"	"week , credit-default swaps -- which are fairly illiquid at these levels -- showed a 99 % probability of default on russia ’ s external debt within 12 months . the cds now signal an 88 % chance.a formal default , however , may trigger a legal response by the  russian government , finance minister anton siluanov said in an interview to russian newspaper izvestia.it would be “ a completely politically-driven default with potential huge cost implications for banks and cds hedging the market , ” according to roger landucci , a partner at alphamatrix finance in geneva . there will"	"yahoo.com"	"eng"	"ROU"
"20230330164500_eng_A0001080"	"journalist evan gershkovich be detained for two months on suspicion of spying , pending a possible trial.mr gershkovich , a reporter for the wall street journal , has been placed in detention for a period of one month 29 days , that is until may 29 , 2023 , the  moscow  lefortovsky district court said in a statement.his detention may be extended at the end of this period.the state-run tass news agency cited a law enforcement source as saying mr gershkovichs case has been classified top secret and that the us journalist said he was not guilty of the allegations.russias fsb"	"ndtv.com"	"eng"	"QAT"
"20220107003000_tra_A0001025"	"participating non-opec countries . also read : the political situation in kazakhstan becomes increasingly tense . and this is a country that currently produces 1.6 million barrels of oil per day , said barbara lambrecht , energy analyst at commerzbank research on thursday ( 6/1/2022 ) in a notes .  russia sent an umbrella troops to kazakhstan to help extinguish the uprising throughout the country after deadly violence spread in the former soviet state was tightly controlled . there is no indication that oil production in kazakhstan has been affected so far . meanwhile , in libya oil production is at"	"antaranews.com"	"ind"	"ASM"
"20221002120000_tra_A0000232"	"the photo of the german defense minister christine lambrecht , on which she poses next to the armored vehicle during her visit to  ukraine , caused a violent reaction among readers of local media . he writes about this . in the picture , the head of the german defense department is dressed in body armor . residents of germany considered that the minister looks ridiculous : - it is very difficult to surpass"	"sb.by"	"rus"	"BLR"
"20220506120000_tra_A0000039"	"lower than the european average . rather hostile to the arrival of ukraine in the eu but beyond the observation , luxembourg citizens were also surveyed on the teachings to be drawn from this war . thus , there are 72 % to think that the invasion of ukraine by  russia has proven the need for better military cooperation in europe , and 58 % of them believe that ukraine is part of the european family . luxembourg is also distinguished by having the greatest proportion of respondents who do not agree with the fact that ukraine should join the eu"	"wort.lu"	"fra"	"LUX"
"20180808013000_tra_A0000257"	"letters\ '' , the police arrived at the place . the guards of the order are negotiating with the invaders . one woman closed in the office and for a long time was afraid to go out , one girl became bad , \ '' she told . ensure\ ''  ukraine \ '' has been working since 1998 and ranks third from a hundred non-state universities in the country . sign up ! ``"	"lenta.ru"	"rus"	"RUS"
