"articleid","text"
"20230721181500_tra_A0001744","show such an instinct against 29.4 % ) . the role also plays the relatively higher one against the background of other politicians in the country the popularity of president rumen radev , analysts say . this is probably why 59.4 % do not accept the view that it defends  russian rather than bulgarian interest , and 31.1 % accept it . the rest are hesitant . photo : gallup international balkan as if gerb are not as victims of the assembly as we continue the change - democratic bulgaria ( pp and db ) . the popular allegations that the"
"20221121070000_eng_A0000512","breakup by end user : banksinsurance companiesothers breakup by region : north america ( united states , canada ) asia pacific ( china , japan , india , south korea , australia , indonesia , others ) europe ( germany , france , united kingdom , italy , spain ,  russia , others ) latin america ( brazil , mexico , others ) middle east and africa competitive landscape with key player : 4c group abbeekeeper ageverbridge inc.international business machines corporationlogicgate inc.metricstream inc.ncc groupnoggin pty ltdrockdove solutions inc.sas institute inc.software aktiengesellschaftveoci inc. ask analyst for customization and explore full report with"
"20180926143000_eng_A0002150","more concrete measures . with eu parliamentary elections scheduled for may , brussels is anxious to address the threat of foreign interference during campaigning . belgium , denmark , estonia , finland , greece , poland , portugal and ukraine are also all due to hold national elections next year .russia has faced allegations - which it denies - of disseminating false information to influence the u.s. presidential election and britain ’ s referendum on european union membership in 2016 , as well as germany ’ s national election last year.the commission told the firms in april to draft a code"
"20220623101500_tra_A0001117","to ukraine a robot spot , which can be used in the demining of explosive objects . the robot from the boston dynamics can neutralize shells and drag the non -torn ammunition into special pits for blasting . determinated with ukrainian sappers will work in the de -occupied territories of  ukraine . spot works , in the case of training , can automatically perform repetitive tasks without the help of a person . in addition , it is able to work in the field between trees and in thick forests . boston dynamics spot spot : getty images engineers told work"
"20220310164500_tra_A0000355",", take to . the return on the ten-year german federal bond , which is considered a livestock for the development of long-term capital market interest rates in the euro area , rose 0 , 05 percentage points to 0.26 percent . in the course of the criminal crisis of  russia against ukraine , the return was in the beginning of the month in the meantime again slipped again . sandrine perret , volkswirtin and bond strategist at vontobel , described the course of the ecb as a negative , especially for the euro marvers . wolfgang bauer , bond fund"
"20220512161500_tra_A0002224","closer , michel wrote on twitter . while russia is waging a war in ukraine , it is a strong signal of deterrence , he added . following the announcement , finnish president saul niyinisto spoke with ukrainian president volodimir zelenski , who welcomed finlands readiness to join nato .  russia , which has often warned finland and sweden not to join the alliance , said finlands nato membership was definitely a threat . kremlin spokesman dmitry peskov told reporters : nato enlargement does not make our continent more stable and safer . everyone would like to avoid a direct conflict"
"20180627073000_tra_A0002997","in the world.\ '' even in various comments on social networks , many commentators claimed that their marriage would not last , because of its appearance . but it proved to all the opposite and with a lot of effort and discipline managed to transform . one day , a  russian journalist , as he was browsing newspapers , encountered in a dedicated couple with a couple of time and decided to ask to find out what had happened to them . for his wondration , what was qualified as the ugliest woman in the world , had completely changed ."
"20221219134500_tra_A0001410","in the opinion of the institute , a meeting with the belarus president aleksandar lukashanko , is also attempting to create the new stage of war . lukashenka suggests a new phase in planning and leading the russ , and can be concluded that the continuation of offensive operations against  ukraine in the coming period , the ability of russia to implement such operations . the human being formed by mobilized reservists and annual autumn recruiting cycle will not be prepared enough to perform fast and ef icasan mechanized maneuver , the institute claims . also , in their opinion ,"
"20190515120000_tra_A0000743","the central house of architect , an exhibition of digital painting and sculptures on the topics of the future urban space is organized by the foundation for the development of contemporary art and the union of architects of russia with the support of the russian academy of arts and the  moscow  union of artists . expectation horizon - this is an exhibition on how artists see tomorrow in the space created and equipped with human hands . first of all , the architect . about the possible mood , sensation and tonality of tomorrow . to feel these tonality helped telegram-channels"
"20220730213000_tra_A0000661","of his country will go beyond the donbas region , in the east of ukraine . other areas in the country must also be conquered , according to lavrov . this would be necessary because ukraine has an ever -growing stock of western weapons , with a large range .  russia wants to keep those weapons as far as possible from the eastern regions donetsk and loehansk , which recognizes moscow as independent ."
"20230215033000_tra_A0000063","to exports to africa in particular , from cereals from the two countries in conflict . we are continuing our mediation efforts , assured the president of the african union , responding to the criticisms that the neutrality of most african states has been raising the breakdown of war between  russia and ukraine . during his meeting with mr. putin , macky sall had asked the latter to do everything to authorize the resumption of exports of ukrainian cereals , whose exit had been blocked because of the war . ‘ ’ africa is organized to be independent in terms of"
"20220128071500_tra_A0000371","up . as reported ia regnum in the framework of creating new jobs , the far east approaches the mark of 100 thousand . the minister for the development of the far east and the arctic , alexey chekuchnkov , announced this during the presentation in the council of the  russian federation on the topic socio-economic development of the far east ."
"20180808131500_tra_A0001130","thousand rubles . such a fine will be imposed on the transition in the wrong place , on the red light or in front of the approaching train . the explanatory note states that the purpose of the amendments is to increase safety on the railway tracks . according to  russian railways , in the first six months of 2018 , more than 1.1 thousand citizens were injured in the train zone , of which 777 cases ended with a fatal outcome ."
"20220831103000_tra_A0000640","kremlin peskov said that putin has a “ background of confidence ” among russias russian president has a strong “ background of trust ” among russians . this was stated by the official representative of the head of state during his speech at the marathon knowledge - strength of the  russian society knowledge . the broadcast of the representative of the kremlin was conducted on the page of the society in . as an example , peskov led the case that occurred with the president in the village burned during raging forest fires . then the head of state was able"
"20221013213000_eng_A0000134","russian analyst igor danchenko ( r ) arrives at the albert v. bryan u.s. courthouse for his trial on october 11 , 2022 in alexandria , virginia . danchenko faces five counts of lying to the fbi over his sources as to claims made in the “ christopher steele dossier ”"
"20220219154500_tra_A0000454","national territory and repatriate the already focused . in addition , it raises that it returns at the positions of 1997 , it is committed to the expansion of the block to the east and excludes the income of the nations of the former soviet union , first of all  ukraine . the january 26 , usa and nato in writing to the russian initiative the russian president vladimir putin said on february 1 that the other party had ignored the fundamental concerns of moscow . the , according to him , deceived russia saying that it would not expand to"
"20221214084500_tra_A0001802","world this year , which is 45 more than last year ( 488 ) , when the historical level has already been reported , according to an annual reporter report ( rsf ) reporter . the number of journalists killed ( 57 ) , primarily because of the war in  ukraine , is also on the rise , compared to 2021 ( 48 ) and 2020 ( 50 ) . more than half of closed journalists in the world on the day of december 1st in these five countries - china ( 110 ) , mjanmar ( 62 ) , iran"
"20220306104500_tra_A0001009","online pay platform paypal has announced the worlds leading international payment systems in russia in ukraine , the worlds leading international payment systems visa and mastercard are suspended in  russia . the russian banks will not be supported by mastercard and visa systems , and the cards out of the country will not be used in russia . it is not seen as an alternative to rooted systems such as mastercard and visa ."
"20200101170000_tra_A0001608","welcomed . in rome , pope francis , who was greeted by citizens and tourists at st. peters square , called for greater solidarity in the new year and asked the attendees to build bridges , not walls entered . in the new year , with the address of vladimir  putin, who urged citizens to work together next year . spectacular welcome of the new 2020 had in new york where a huge number of people gathered on the times skver . the largest celebration was in rio de janeiro where tens of thousands of people were welcomed by 2020 to"
"20200814100000_tra_A0000545","they freed themselves in the territory of the embassy , < U+200B > < U+200B > the head of the ministry of foreign affairs of ukraine dmitry kuleba . kostya reutsky and zhenya vasiliev is already on the territory of the ukrainian embassy in belarus , under the protection of  ukrainian diplomats , the minister said . later , president vladimir zelensky said that they had reached the consent of the release of oksana aleshina - the third of the four detained ukrainians . negotiations are underway to liberate another ukrainian - the novel is a bitch , which is located"
"20220917213000_eng_A0000164",". during the un cop26 climate summit in glasgow in november , governments consented to focus on maintaining temperatures within the 1.5°c limit , but their pledges and actions to reduce emissions fell short of what was recommended , the report revealed . after the summit , the invasion of  ukraine and resultant spike in fuel prices have pushed some governments such as india and the us to recede to the use of fossil fuels , which are key contributors to the climate disaster . in response , guterres warned that each year nations double down on fossil fuel addiction ,"
"20220918073000_tra_A0001030",". he was re-elected in 2019 with a promise to expand large-scale infrastructure because the country began producing oil and natural gas next year . in this second term he faced the economic challenges triggered by pandemi covid-19 and a decline in global slowdown relating to the russian invasion to  ukraine . the political tension of turmoil when sall refused openly the possibility of going forward again in 2024. last year the riots broke out when the former rival of sall , ousmane sonko was arrested in the rape case . sonko who came in third in the 2019 general election"
"20191203180000_tra_A0000355","düsseldorf ( dpa / lnw ) - an official of the state criminal estate nrw has been sentenced to one and a half years of detriment of service secrets . the district court looked at it on tuesday as proved that the police officer has been supplying members of a  russian -ukrainian pfleemafia with data from the police computer for years . the 40-year-old also has to pay 3600 euros . internal investigators of the lka had come to their colleague on the track because the 40-year contact had to suspect . in numerous cases , he had informed himself in"
"20180909044500_tra_A0001509","lead the delegation to syria and was on the way back to a abkhazia . the driver and his guards were not injured . the incident is still being investigated . abkhazia and south ossetia are two areas that claim to declare from georgia and are supported by russia .  moscow  and some other parties recognize the independent status of these two areas after the russian war - georgia in 2008. now russia is located on the permanent military base in abkhazia and south ossetia . last week , a separated russian separation character was the leader alexander zakharchenko of the"
"20210622133000_tra_A0001330","crimes source : , the interlocutor of the ukrainian truth in law enforcement agencies details : the attacker managed to delay in cherkassy in the course of special operations , which took place within the framework of counteraction to international terrorism . the foreigner was hiding on the territory of  ukraine since 2019. now it was arrested for 40 days , he is in the insulator . he has a russian passport . according to the source of the up in law enforcement agencies , detained for crimes committed in uzbekistan ."
"20221002090000_tra_A0000269","for the average european ( and russian citizens and belarusians are spoiled by high levels of rest abroad ! ) . hotelier and restaurateur b. the ukrainian ssr , getting rid of the annoying ideological “ custody ” of his state , will throw the “ integrated nationalism of the  kyiv  regime ” with his sickening cult of bandera and the disgusting protrusion of the “ selian beginning ” , turning into a benevolent and hospitable host of his institution , joyfully accepting impatible brothers , who has been opposed to him . from the northeast . well , vuek will"
"20220517154500_tra_A0002417",", s. niinisto and finnish prime minister sanna marin ( sana marin ) set out a proposal for accession to nato . our security environment has fundamentally changed , marin told parliament on mp . the only country that threatens europes security and is now openly aggressive at war is  russia . the parliamentary approval means that the president and the government can initiate an official application procedure . tonight , we will sign an application to enter nato , foreign minister pekka haavisto ( peka havist ) told yle . then , perhaps tomorrow , the finnish ambassador to nato"
"20220412174500_eng_A0000824","the opcw faced numerous hurdles and russian vetoes complicating the establishment of investigation mechanisms . to this day , no one has been held accountable . two recent cases outside syria show how a suspected chemical weapon use can be investigated by local authorities — the poisoning in 2020 of  russian opposition figure alexei navalny and of former double agent sergei skripal and his daughter in the english city of salisbury in 2018. in those cases , authorities in germany , where navalny went for treatment , and in the united kingdom in the case of the skripals , took and"
"20230224030000_tra_A0000340","at the request of  russia , the united nations security council recently held an open debate on the explosion of the beixi natural gas pipeline , and members of the security council explained their positions . china has clearly stated that it is closely related to the interests and concerns of each country to carry"
"20221123083000_tra_A0001880","of radioactive safety and the situation in the nuclear power plant in zaburigia , as well as energy security in ukraine and europe. ” he added : “ we are working to ensure the implementation of the directives of the international atomic energy agency to stop any hostile activity against  ukrainian nuclear places . therefore , disarmament from the zaburigia station is very important .. russia must withdraw all its fighters from there and stop its bombing of the power plant . the reconstruction of ukraine and the implementation of the rapid recovery plan , as france has expressed its willingness"
"20210224114500_tra_A0000666","activities of non-profit organizations ( npos ) and recognized individuals . according to the document posted on the official-port information , the document also provides sanctions for the media ( ) for mentioning foreign goods without a special tag . the code of administrative offenses ( cacap ) of the  russian federation will be complemented by articles governing responsibility for violating the procedure for the activities of unregistered public associations , which are funded from abroad and take part in political activities in our country . for distribution in the media and in the press reports in the network of information"
"20220512073000_tra_A0000019","for the world order with the barbaric war against ukraine , and its disturbing pact with china . united nations security is also due to meet on thursday at the request of france and mexico , to examine the situation in ukraine . the european union is also preparing a  russian oil embargo which could be announced in the coming days . in vienna , un secretary general antonio guterres called on wednesday to maintain contact with russia to save lives in ukraine and prepare for peace , even if no peaceful regulations are currently looming . return to the war"
"20220608160000_tra_A0001965","hungarian-ukrainian relationships that have fallen into an unprecedented level in recent days : both sides question each others mental state of each other , which is not a everyday phenomenon in diplomacy .  ukrainians do not only criticize the hungarian position in connection with the disagreement with sanctions or the transport of weapons , but over the past few months there have been the most draveric quarrels with budapest . the president of the hungarian parliament lászló kövér protected from both ukraine and the"
"20220307123000_tra_A0002397","the 7th , the medals were decided in the 14th items , and canada has won three gold medals according to snowboarding and cross-country skiing . china monopolized the podium in a class with disabilities in mens snowboard cross arms . cross country key womens 15 kiloclucical visual impaired classes  ukrainian oxana shikoba gained a gold medal . while the military invitation continues by russia , ukraine is the third gold medal of the tournament . alpense key , womens super composite , henrieta falco showwa of slovakia is a gold medal . the tournament is the second gold medal ,"
"20210304124500_tra_A0002895","row in february ( consolidation indicator at 50.1 points ) . the regional perspective is highlighted us economic growth ( best rhythm in the last six and a half years ) , india ( the best evolution in the last nine years ) , china , germany , italy and  russia . the other , the economies in japan , great britain , france and brazil decreased in february . according to the latest forecasts of the international monetary fund ( imf ) , the world economy could increase with annual dynamics of 5.5 % in 2021 and 4.2 % in"
"20220302134500_tra_A0000327","great financial difficulties over the coming months . flights to ukraine are exposed to ryanair had passed all flights to and from ukraine last week like most other airlines . oleary said , there was a tremendous increase in demand for flights from and to polish cities , as many  ukrainians traveled to the united kingdom and to other european cities to their families . he assumes that ukraine crisis will not have a dramatic impact on the bookings in eastern europe , as long as the war does not spread elsewhere ."
"20220414191500_tra_A0000251",", ,12 - regnum the russian leadership will soon announce the indexation of the social department , said on april 14 an assistant to the president of russia maxim oreshkin in an interview with russia 1. maxim oreshkin daria antonov © ia regnum according to him , the president of  russia vladimir putin decided to hold an unscheduled indexation of the subsistence minimum , minimum wage , pensions , other social payments . the head of state has already decided , notes the official , on the distribution of payments to families with children at the age of up to 16"
"20200930180000_tra_A0000112",", this morning premature morning the idea of talks with azerbaijan , on the fourth day of bloody clashes at nagorny karabakh , azerbaijanian separatist territory supported by yerevan . it is inappropriate to talk about a summit armenia-azerbaijan-russia while intense fighting are in progress , he said to a  russian media , according to the interfax agency , believing that for negotiations , he need an atmosphere and adequate conditions ."
"20220512190000_tra_A0000178","to blow the government crisis for the second time during the ukrainian crisis . what could be more pleasing to russia than the outbreak of disagreements and instability in the border countries during the war . in addition , the ultimatum submitted to the reform party seems quite similar to  russias demands to nato , which could not be met.the multiplication of kindergartens is a noble goal , but placed in the background system if the supplementary budget has just been agreed and time has been given a few days to answer it has only been sought with an pretext ."
"20220405223000_tra_A0001323","jointly implemented with foreign partners projects for eight underground gas reservoirs in europe . reen , jemgum , etzel ( etzel ) in germany and part of the austrian heidach ( heidach ) were under the management of gazprom germany and its subsidiaries , from the capital of which the  russian holding has came out at the end of march ."
"20230705123000_tra_A0000172","up up to 20 people , an armored personnel carrier and two cars lost the enemy in the kupyansky direction . the golubovka in the kharkov region destroyed the radar station of the counter-battery struggle an/tpq-50 . in the kherson direction , the daily loss of the armed forces of  ukraine amounted to up to 60 military , four cars , three artillery systems of m777 , two bukovel radio electronic warfare stations , as well as the drone control point . the russian ministry of defense reported that the rf armed forces were repelled at donetsk , kupyansk , krasnoliman"
"20230705093000_tra_A0002923","more than 900 people removed from the unified state exam for violation of the rules , including 327 people , were deleted for the use of communications , 390 people-ria novosti , 05.07.20232023-07-05t12 : 122023-07-05t12 : 122023-07-05t12 : 19 education-shizeevization muzeeederal service supervision of education and science ( rosobrnadzor )  russial navigators/html/head/meta [ @ name = og : title ] / @ control/head/meta [ @ name = og : description ] / @ contacttps : //cdnn21.img.ria.ru/images/07e7/01/11/1845448356_0:320:3072:2048_1920x0_80_0_b28f2ee32987c349a9f682db20dfa8.jpgmoskva , july 5 - ria novosti . more than 900 people were removed from the unified state exam for violation of the rules , including"
"20221012093000_tra_A0000410","another modification . earlier , the military commissar of yakutia alexander avdonin fake rumors about additional waves of mobilization . he noted that an erroneously mobilized citizens , as well as a set of reservists , is currently being replaced . in addition , in the press service of the  russian ministry of internal affairs , information that foreign students studying in russian universities must leave the countrys territory after october 12 ."
"20200822204500_tra_A0000304","drought , stocks in reservoirs have decreased . water from the ccm went to watering , it was usually not given it to life , it is very dirty . the flow of water in the house depended on the boilers , and they worked on gas . and gas  ukraine was constantly in the crimea . received $ 98 million a year for renting the port , this money was in charge of gas for gas from russia . but there was not enough on the crimea . crimea has always been in the role of primaka : if something"
"20221005050000_tra_A0000690","meeting and recently checked the price of inflation and the future price . although it is lowered , the source price is continuously expanding around personal service items such as eating out . ” about inflation , the high level of uncertainty due to the development of the russian and  ukrainian war development and the strengthening of global tightening . the exchange rate and the expansion of the size of major oil producers have been potential for the risk of ( prices ) . ” according to the statistics office , the consumer price index ( 108.93 ) was 5.6 %"
"20181005193000_tra_A0001450","not only the needs of the belligerent state , but also reality : to declare the abolition of the prize of men instead of recognizing realities - women and girls also seek and have a full civil law to join the state . in any form . not also :  russian aggression is gaining momentum , and then may be even worse . the rpcs of the rop actually open text declared training at least provocations as highlights on exarches of the universian church in kyiv . the following circumstances , each territorial community is interested in having a maximum number"
"20180331153000_tra_A0002726","publish date : sat , 31 mar 2018 08:24 pm ( isst ) sukhdev singh , ludhiana ragia senior secondary school 's new proptal gurnek singh took his care of the 5  ukrainian ramgari . gurnek singh has been students on the same school . he had received the degree of bb from ramgaria college phagwara from raggia college phagwara to pass from raggia college in 1984 in 1984. gurnek singh started a science teacher at the 1991 and started regularly at school"
"20210713201500_tra_A0000636","so , carletto stays at the moment with lunin , odriozola , carvajal , lucas vázquez , nacho , mendy , marcelo , odegaard , isco , brahim , rodrygo , mariano and jovic . and with several you must define what your plans are . lunin the question with  ukrainian is clear : to know if ancelotti plans to give him the king cup or even that . the precedents are optimistic for lunin : in 2014-15 , ancelotti gave keylor navas , while casillas played everything else ; and also , the italian was giving him some league matches"
"20220502074500_tra_A0001264","on the imposition of any embargo on oil and gas has not changed : we do not support it , kovac said today in a written response via e -mail , in reuters questions . hungary is still opposed to imposing any embargo on the european union on imports of  russian oil and gas , hungarian government spokesman zoltan kovacs said today . the hungarian position on the imposition of any embargo on oil and gas has not changed : we do not support it , kovac said today in a written response via e -mail , in reuters questions ."
"20190919154500_tra_A0003253","georgia , the number of international visits from august 2019 reached 6 320 516 , which compared to 7.2 % more than last year . the number of recent visits increased by 6.7 % in comparison with last year 3 451 272. more than the international visit was held from  russia , azerbaijan , armenia and turkey . the number of international visits is still growing from the eu countries . according to the results of the international travels in january-july , the income received from international travels reached $ 1.8 billion . compared to the previous year , it is"
"20180119094500_tra_A0000059","! every one of you , i wish someone from familie to be a muslim waste incomenious , disaster , weak as it dee daily in the eu , etc.viz videos , then walk to him complaining the right-kneading waste ! you better with 1000 x baffle bend back before  putin  than once under corrupt eu . just choose khokot drahoš the second merkel , the heart of prague waste is worth normal working people what they stand and will always be behind zeman what hesitates the zoom in the czech republic and not capitalist waste ! wishing you teror ,"
"20221025184500_tra_A0001225","the energy crisis is the new reality . germany is looking for resources . greece proposes : greek res through the balkans and austria in germany . the energy of kostas skrekas on dw . energy inflation in war in  ukraine , postponements of european decisions on a common mechanism that will throw energy prices and create a common gas market , fears nationalizations of german energy companies . in this context , between another round bank of the western balkans in berlin on energy cooperation under robert hambek ( october"
"20220705111500_tra_A0002096","is about the same size , about 400,000. ahunov says some karakalpakian protesters called the uzbek soldiers fascists . the discussion on social media has been aggressive . - some caracalpacian independence activists have been radicalized . several of their leaders live in moscow . there is a risk that  russia will start supporting separatist groups to be able to exert pressure against the uzbekistan government . facts . autonomous area karakalpakstan is an autonomous area in northwestern uzbekistan . according to the countrys constitution , karakalpakstan has a formal right to go out of uzbekistan . autonomy would be abolished"
"20230405190000_tra_A0002212","a written statement from the ucm , putin and lvovova-belova were reported to arrest ukrainian children for the kidnapping of russia during the russian-ukraine war . the statement said that both suspects participated in the crime of taking ukrainian children to russia unlawfully and that people under the control of  putin  were held responsible for not preventing this crime ."
"20201124104500_tra_A0001506","great burluk . there he was detained . on the day of detention , the court chose a mans safety measure in the form of detention for 60 days . sanctions of articles that are incriminated by the detainee provide up to 12 years of imprisonment . as reported by  ukrainian news , may 24 , kagarlyk was appealed to the city hospital . according to the victim , it was delivered to the police station to give testimony to theft ."
"20220927123000_tra_A0002298","rare speech to the nation earlier this week , putin said that his country had a variety of devastating slaves in his hands . we will use all the weapons in our hands , he said . in that speech , putin also announced the reserve troops to fight in  ukraine . he said that those who have taken compulsory military training will be summoned , he said . you can also write ttn reader online news portal jagonews24 . the subject of writing is feature , travel , lifestyle , carrier , information technology , agriculture and nature . send"
"20220220133000_eng_A0000227","presidents of belarus and russia decided to continue inspections of the readiness of union state forces , the belarusian defence minister said in a statement . he said the decision was taken due to increased military activity along the belarusian and russian borders and because of an escalation in east  ukraine . the drills in belarus -- which had been due to conclude sunday -- have exacerbated tension between moscow and western capitals over a feared russian attack on ukraine . washington had previously said that the kremlin had dispatched an estimated 30,000 troops to the exercises across ex-soviet belarus ,"
"20220814050000_tra_A0000143",". at the same time , the average prices for 26 goods decreased . the dining room has fallen in price by 19.3 % ; fresh cucumbers - by 16.2 % ; carrots - by 12.7 % . two goods have not changed . as regnum reported , inflation in  russia as of august 8 slowed down to 15.01 % in annual terms from 15.30 % of a week earlier . read also :"
"20220815190000_tra_A0000435","moscow army is killing thousands of women and children in ukraine ? not more and more people think . in fact , the states of the area should deny all russians a tourist visa until new notice . at least , as long as moscow continues to occupy parts of  ukraine , since , so far , millions of russians support this war , or do as if they had nothing to do with that armed conflict . therefore , it is important to make them clear for the moment . for many moscovitas it can be normal to enjoy life"
"20220219001500_tra_A0000121","/ html / head / meta [ @ name = og : description ] / @ contenthttpps : //cdnn21.img.ria . ru / images / 07e6 / 02/10 : 99 : 3288 : 1949_1920x0_80_0_0_0b33bab6edd8829fdb3693c9ad7d0a2a.jpgmoscow , feb 19 , ria novosti . the main directorate of the ministry of emergency situations of  russia in the rostov region is given in the regime of high readiness in connection with the situation with refugees from the dpr and lnr , ria novosti was informed in the press service of the russian emergency situations . it believes that six automotive points are organized . specialists of"
"20220513173000_tra_A0000440","next week , a foreign politician will arrive in  ukraine , the visit of which the ukrainian society should be surprised . this guest will arrive at a plenary meeting , where he will probably speak to the peoples deputies of ukraine . the upcoming visit of the guest announced the speaker of the verkhovna rada ruslan stefanchuk on the"
"20220413114500_tra_A0000854",", 14:28 - regnum in the event of the preservation of anti-russian sanctions at the current level of the  russian economy , it will be necessary to restructure about two years . about this journalists told the head of the accounts chamber of the russian federation alexey kudrin . alexey kudrin daria antonov © ia regnum of course , our economy will have to be rebuilt . it seems to"
"20181121071500_tra_A0000128","moreover , the aquarellist mikhael hers has not filmed only paris . in this feeling of summer , there is berlin . in amanda , there is london . aroused curiosity , first name and name of the filmmaker guide us on the cosmopolitan track . \ '' i have  russian hebrew and romanian origins , on the side of my father , \ '' he says . would there be slavishing traces in his cinema ? \ '' i do not think ... on the other hand , i come back from tokyo where i presented amanda . i was"
"20230724121500_tra_A0004218","ammunition for more than 20 billion euros should invest and want to do , he said . in the press news , the army should have 230 thousand bullets , while this number was claimed to be around 20 thousand . after the russian-ukraine war , germany sent ammunition to  ukraine . in recent years , the german army has come up with ammunition and equipment deficiencies ."
"20230506001500_eng_A0001640","russia ordered the evacuation of families from frontline of southern  ukraine as war intensifies.moscow : russia on friday ordered the evacuation of families with children and of the elderly from russian-held frontline areas in southern ukraine because of an increase in shelling from the ukrainian side.in the past few days , the enemy has stepped up shelling of settlements close to"
"20180709163000_tra_A0000984",", the court freed it from serving the sentence and established a trial period of 1 year . now the girl should periodically appear for registration with the authorized body , report on changes in place of residence and work or study , as well as not to travel beyond  ukraine without coordination with the authority . in the evening , in the evening of may 2 in the center of kiev , a group of unknowns . according to the police , the attack committed three guys and two girls dressed in masks . the attackers splashed the face with"
"20220706033000_tra_A0001363","level specifications . quoting the verge , wednesday ( 6/7/2022 ) , the presence of this device was revealed by android police and seems to have been announced secretly last month . this is present for the african market , following the a100 tablet which was launched specifically for the  russian market a year earlier . considering that the tablet is marketed in developing countries , the specifications are fairly normal . however , it is quite strange to see htc as the first device in the world ever trusted by google working on the nexus brand , now making products"
"20220226184500_tra_A0001503","to move in the file of wheat production , but has an early plan , and that in two years the egyptian state will secure the greatest percentage of wheat citizens away from falling under the pressure of volatile global conditions , emergency , non-calculated developments , such as the  russian ukrainian crisis , surprising and rapid . it is true that there is no urgent crisis , and that egypt has enough strategic stocks , and more importantly , egypts balanced and powerful relations with all parties , however , president abdel fattah al-sisi has a future strategic vision that"
"20230112190000_eng_A0000126","is where the city ’ s leading hotels are located , such as the new david kempinski hotel , the dan hotel , the sheraton , and the hilton . it is also the area where many important countries have their embassies , such as the us great britain and  russia . there is also a host of alluring seafront restaurants . in the evening , many people , like myself , enjoy meandering along the streets , when they can feel the cool sea breeze and watch the sunset.because of its proximity to the sea , the upscale white city"
"20220511093000_tra_A0000610","today https : //xn -- -c1acbl2abdlkab1og.xn -- p1ai/awards/2022 2nostruru-rahtps : //ria.ru/docs/about/copyright.htmlhttps : // xn-c1acbl2agabdlkbalkbalkbalkabkabkababdlkbalkbalk . xn -- -p1ai/ria novostiinternet-group @ rian.ru7 495 645-6601fgup mia russia today https : //xn -- -c1acbl2abdlkab1og.xn -- p1ai/awards/iasia newsgorigup @ rian.ru 495 645-6601fggup mia russia today https : //xn -- -c1acbl2abdlkab1og.xn -- p1ai/awards/ production ,  russia , sverdlovsk region ( updated : 12:49 05/11/2022 ) in the sverdlovsk region , they called the reason for a large fire in the village of bezure"
"20200312204500_tra_A0001679","woman of retirement age from the zhytomyr region and a man from the chernivtsi region , whose wife was located in italy in the last 14 days . then it became known that a woman after identifying the first symptoms . these are already three confirmed cases of coronavirus in  ukraine . due to the threat of an epidemic of coronavirus infection , the cabinet of ministers entered from march 12 to april 3 ."
"20221229020000_tra_A0000198","as recognized , the entire territory of the state needs the reconstruction of infrastructure , energy , the social sphere and other facilities that do not meet the security requirements . on the other hand , zelenski has affirmed that it is difficult to calculate the amount of resources that  ukraine will specify after the war but has recognized the priority of the reconstruction of the companies . it is certain that we must give priority to the restoration of the companies that were in ukraine or that arrived in ukraine during the war , and those that abandoned the russian"
"20230222090000_tra_A0001582","to about $ 2.5 billion , and exports from georgia to russia increased by almost 7 % . news , georgia , geostat , georgian-russian relations , georgian economics , news , georgia , geostat , georgian-russian relations ( renewed : 17:47 22.02.2023 ) turnover between 2022 between georgia and  russia increased by 52.3 % . tbilisi , february 22 - sputnik . the turnover between georgia and russia in january 2023 , compared to the same period of 2022 , increased by 18 % to $ 263.6 million . exports from russia to russia have increased by almost 105.7 %"
"20180911033000_tra_A0001948","peace ] , not punishment spread rumors , but because of scattered rumors , it is necessary to affect public peace . today , zhang jiamong li jia , sanshu liu , gossip , gossip , gossip , do you have to catch up ? if someone says that su  russia has a person named goba cod , it is really this person . this person is not dead . some people are obviously rumored , but it is also necessary to catch off . ? on may 14 , 102 , because the philippine coast patrol team was cold and"
"20220625200000_tra_A0000533","media wrote about the alleged romance of the actor with the neighbor joanna opozda , a lawyer . it was for her that the actor was to leave his wife in advanced pregnancy . . he decided to organize pato-gala mma with the participation of the wolodymyr zelodyski and vladimir  putin. this poured a charm of bitterness , so he became persona non grata number one in polish show business . before he apologized for his behavior , he published a post that enraged internet users . as a result of public criticism , he announced that he was disappearing from"
"20220304104500_eng_A0000093","04/03/2022 loc13:23 10:23 gmt brussels , march 4 ( kuna ) -- nato secretary general jens stoltenberg said on friday that nato foreign ministers will meet , and coordinate , and consult on our response to the brutal russian invasion of  ukraine , and also the longer-term implications . speaking to reporters together with us secretary of state antony blinken at nato headquarters , he said , over the night , we have also seen reports about the attack against the nuclear power plant . this just demonstrates the recklessness of this"
"20220307120000_tra_A0002287","ideas on the international political scene and her future in 2014. russian president putin predicted todays events before others , saying the cold war would return , that the relations between east and the west will be frozen and that there will be a lack of gas . when the  russian army occupied the crimea eight years ago and separated the peninsula from ukraine , the referendum showed that there are many blossophiles for joining russia , but the international community has never accepted it and introduced economic sanctions towards russia . it is a mistake that he woke up the"
"20220525141500_tra_A0002209","service ( ... ) elektrum lietuva is taking an emergency electricity contract with vydmantai wind parks further assessment and possible termination of this contract , bns told electrum lietuvos ” business customer manager arturas zatulinas . the financial crime investigation service ( fntt ) announced tuesday that the links with  russian president vladimir putin were frozen by vydmantai wind park . under the contract signed in september 2020 , elektrum lietuva undertook to buy all electricity produced in vydmantai wind farm park for three years . the refurbished list of sanctioned companies has been published by the fntt , according to"
